location_type,industry_hint,business_size,cleaning_needs_m2,budget_eur,prior_cleaning_machine,usage_frequency,dirt_type,eco_preference,price_sensitivity,customer_segment
urban,retail,99,13883,1952,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,1,32,283,da,zilnic,medie,nu,scazut,horeca
periurban,persoana_fizica,5,166,222,da,lunar,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,91,10684,1421,da,saptamanal,medie,da,ridicat,firma_curatenie
urban,firm_curatenie,106,6499,1493,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,5,422,237,da,saptamanal,medie,nu,ridicat,persoana_fizica
rural,persoana_fizica,2,172,176,nu,lunar,greu,nu,mediu,persoana_fizica
urban,persoana_fizica,3,131,208,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,10,253,nu,saptamanal,medie,nu,mediu,persoana_fizica
periurban,horeca,51,8777,6742,da,lunar,greu,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,291,202,da,saptamanal,greu,da,scazut,persoana_fizica
urban,firm_curatenie,137,19344,871,nu,lunar,medie,da,mediu,firma_curatenie
urban,horeca,125,14229,3596,nu,lunar,greu,nu,mediu,firma_curatenie
periurban,retail,79,11311,1919,nu,lunar,usoara,da,ridicat,firma_curatenie
urban,persoana_fizica,5,938,351,nu,lunar,usoara,nu,ridicat,persoana_fizica
urban,industrial,453,61824,3508,da,lunar,usoara,nu,scazut,firma_curatenie
periurban,horeca,100,6036,3027,da,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,3,355,249,nu,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,25,2351,3736,nu,saptamanal,usoara,nu,ridicat,horeca
urban,horeca,132,15274,5085,nu,zilnic,usoara,nu,scazut,horeca
urban,retail,20,2166,3300,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,5,865,387,da,zilnic,medie,nu,mediu,firma_curatenie
periurban,retail,56,7495,3039,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,142,6512,3299,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,retail,26,571,1936,nu,ocazional,usoara,da,ridicat,horeca
urban,firm_curatenie,108,9787,3974,da,ocazional,usoara,da,mediu,firma_curatenie
urban,retail,87,1128,2082,da,lunar,medie,nu,mediu,horeca
rural,horeca,120,8457,5229,da,ocazional,greu,nu,mediu,firma_curatenie
urban,horeca,61,4875,4337,da,ocazional,medie,nu,mediu,horeca
urban,persoana_fizica,3,244,205,nu,ocazional,usoara,da,mediu,persoana_fizica
urban,industrial,393,77058,9487,nu,zilnic,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,155,10499,1988,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,124,7488,5052,nu,saptamanal,medie,nu,mediu,horeca
periurban,retail,72,2489,2953,nu,zilnic,medie,nu,mediu,horeca
rural,horeca,99,10602,2434,nu,lunar,usoara,da,scazut,firma_curatenie
urban,firm_curatenie,103,4037,2320,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,46,5846,3051,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,horeca,74,2921,2336,nu,zilnic,medie,nu,mediu,horeca
periurban,industrial,473,56555,5698,nu,saptamanal,usoara,da,mediu,firma_curatenie
urban,retail,4,667,2984,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,1,18,50,nu,lunar,usoara,da,scazut,persoana_fizica
urban,industrial,374,33567,6504,da,saptamanal,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,1,97,259,da,saptamanal,usoara,da,scazut,horeca
periurban,firm_curatenie,74,11862,3451,da,lunar,medie,nu,mediu,firma_curatenie
urban,horeca,73,7219,1145,nu,lunar,usoara,nu,mediu,horeca
urban,horeca,125,14728,1473,nu,saptamanal,medie,nu,scazut,firma_curatenie
rural,firm_curatenie,113,18117,2209,da,zilnic,usoara,nu,scazut,firma_curatenie
periurban,industrial,325,37815,2861,da,zilnic,medie,nu,scazut,firma_curatenie
rural,retail,52,4059,1072,nu,lunar,usoara,da,mediu,persoana_fizica
periurban,horeca,97,2552,2379,da,saptamanal,greu,da,scazut,firma_curatenie
urban,persoana_fizica,4,594,171,nu,zilnic,greu,da,mediu,horeca
urban,persoana_fizica,3,526,118,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,industrial,121,23511,1933,nu,lunar,greu,nu,scazut,firma_curatenie
urban,retail,67,12465,2354,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,484,84,nu,saptamanal,greu,da,ridicat,persoana_fizica
periurban,retail,50,6612,742,da,lunar,usoara,nu,ridicat,horeca
urban,persoana_fizica,4,633,205,da,zilnic,medie,da,mediu,horeca
periurban,persoana_fizica,3,276,320,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,191,23494,2733,da,saptamanal,greu,da,mediu,firma_curatenie
rural,firm_curatenie,140,10675,3222,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,288,55,nu,ocazional,medie,da,mediu,persoana_fizica
urban,horeca,51,7842,887,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,6,577,2010,nu,lunar,medie,da,ridicat,firma_curatenie
urban,persoana_fizica,5,251,266,da,zilnic,medie,nu,scazut,horeca
periurban,firm_curatenie,117,5659,2638,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,5,866,92,nu,zilnic,greu,da,mediu,horeca
urban,persoana_fizica,1,138,290,da,lunar,greu,nu,ridicat,persoana_fizica
urban,industrial,175,19906,4755,nu,saptamanal,greu,da,ridicat,firma_curatenie
urban,persoana_fizica,5,430,262,da,saptamanal,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,15,1377,1394,nu,lunar,usoara,da,mediu,persoana_fizica
rural,persoana_fizica,2,41,76,nu,ocazional,usoara,nu,mediu,persoana_fizica
periurban,retail,61,5882,3515,da,zilnic,usoara,nu,scazut,horeca
urban,industrial,355,57203,6408,nu,zilnic,usoara,da,mediu,firma_curatenie
periurban,horeca,59,4939,1131,da,zilnic,medie,nu,mediu,horeca
urban,horeca,21,1740,1997,nu,lunar,medie,da,mediu,horeca
rural,industrial,77,999,7058,da,zilnic,greu,nu,mediu,horeca
urban,firm_curatenie,137,13287,2206,da,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,persoana_fizica,4,59,240,da,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,horeca,56,6628,2213,nu,saptamanal,usoara,da,ridicat,horeca
urban,firm_curatenie,142,15093,3423,nu,zilnic,usoara,nu,mediu,firma_curatenie
periurban,horeca,101,17129,2833,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,52,6267,50,nu,zilnic,usoara,nu,scazut,horeca
urban,persoana_fizica,5,357,208,da,zilnic,greu,nu,mediu,horeca
urban,industrial,36,3891,6814,da,saptamanal,medie,da,ridicat,firma_curatenie
rural,horeca,108,15437,3445,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,retail,62,1726,1988,da,zilnic,medie,nu,ridicat,horeca
periurban,firm_curatenie,110,14080,50,nu,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,persoana_fizica,5,920,148,da,zilnic,medie,da,mediu,persoana_fizica
urban,firm_curatenie,118,7886,1444,da,lunar,greu,da,mediu,firma_curatenie
rural,industrial,30,3871,3022,nu,lunar,medie,nu,mediu,persoana_fizica
urban,retail,26,4317,3234,nu,lunar,greu,nu,ridicat,persoana_fizica
urban,persoana_fizica,3,321,173,nu,saptamanal,usoara,da,scazut,persoana_fizica
urban,retail,97,14202,4158,da,saptamanal,usoara,nu,ridicat,firma_curatenie
periurban,persoana_fizica,1,69,181,nu,lunar,medie,nu,mediu,horeca
periurban,industrial,238,16219,8647,nu,zilnic,usoara,da,mediu,firma_curatenie
urban,persoana_fizica,5,684,217,da,lunar,medie,nu,mediu,persoana_fizica
urban,industrial,267,38455,5791,da,lunar,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,376,145,da,saptamanal,usoara,da,mediu,horeca
urban,firm_curatenie,117,6168,649,da,saptamanal,medie,da,mediu,firma_curatenie
periurban,persoana_fizica,2,197,194,nu,lunar,greu,nu,scazut,persoana_fizica
rural,firm_curatenie,166,9561,3686,da,zilnic,greu,da,scazut,firma_curatenie
urban,persoana_fizica,2,50,163,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,4,346,150,da,saptamanal,medie,nu,mediu,persoana_fizica
periurban,persoana_fizica,1,81,186,nu,zilnic,greu,da,mediu,horeca
periurban,firm_curatenie,72,4419,3768,nu,zilnic,medie,da,mediu,firma_curatenie
urban,firm_curatenie,177,11757,2786,nu,saptamanal,usoara,da,mediu,firma_curatenie
rural,persoana_fizica,4,313,297,da,zilnic,usoara,da,scazut,horeca
urban,industrial,340,67278,50,nu,lunar,medie,nu,scazut,firma_curatenie
urban,horeca,129,20480,1763,da,saptamanal,usoara,da,scazut,firma_curatenie
periurban,horeca,51,1201,1815,nu,zilnic,usoara,nu,scazut,horeca
periurban,persoana_fizica,5,878,290,da,saptamanal,greu,da,ridicat,persoana_fizica
urban,persoana_fizica,1,130,252,da,zilnic,medie,nu,mediu,firma_curatenie
periurban,horeca,53,9498,4583,da,saptamanal,greu,da,ridicat,firma_curatenie
urban,horeca,128,9590,186,da,saptamanal,medie,da,scazut,horeca
urban,firm_curatenie,41,4028,3110,da,lunar,medie,da,ridicat,firma_curatenie
urban,industrial,171,30828,6977,nu,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,150,9268,1075,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,horeca,23,4230,2704,da,lunar,usoara,da,mediu,horeca
urban,firm_curatenie,44,7366,1106,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,firm_curatenie,21,4122,1903,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
periurban,retail,62,4439,3039,da,lunar,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,103,5643,3404,da,zilnic,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,97,7067,1060,da,ocazional,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,2,382,162,nu,ocazional,greu,nu,scazut,persoana_fizica
urban,firm_curatenie,127,9307,897,nu,saptamanal,medie,da,ridicat,firma_curatenie
urban,firm_curatenie,111,13030,2766,da,ocazional,medie,nu,mediu,firma_curatenie
periurban,retail,74,6415,609,da,lunar,greu,nu,ridicat,firma_curatenie
rural,retail,67,5713,2712,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,industrial,374,17481,1322,nu,lunar,greu,nu,ridicat,firma_curatenie
urban,retail,55,6162,2554,nu,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,4,685,292,da,zilnic,greu,da,scazut,firma_curatenie
urban,firm_curatenie,139,2696,1488,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,retail,7,1252,2765,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,retail,26,3547,1428,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,retail,30,3815,2365,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,3,386,75,da,zilnic,usoara,da,mediu,persoana_fizica
urban,firm_curatenie,21,1392,2707,da,lunar,medie,da,ridicat,persoana_fizica
periurban,retail,22,1955,2001,nu,zilnic,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,3,485,183,da,zilnic,greu,nu,scazut,firma_curatenie
urban,industrial,430,29331,5207,nu,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,147,14597,50,da,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,55,755,1307,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,180,26887,2135,da,zilnic,medie,nu,scazut,firma_curatenie
urban,retail,10,893,2308,nu,zilnic,medie,da,ridicat,horeca
urban,firm_curatenie,145,15923,4177,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,180,5722,3258,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,industrial,12,2381,5418,nu,zilnic,medie,nu,ridicat,horeca
rural,firm_curatenie,197,13291,977,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,retail,75,9798,1906,da,saptamanal,medie,nu,mediu,horeca
urban,horeca,109,13127,3987,da,zilnic,medie,da,mediu,firma_curatenie
urban,retail,28,4456,2591,nu,zilnic,medie,da,ridicat,horeca
urban,persoana_fizica,1,65,302,da,lunar,usoara,da,ridicat,persoana_fizica
urban,industrial,449,68978,5206,nu,saptamanal,usoara,da,mediu,firma_curatenie
periurban,industrial,43,3555,5347,nu,saptamanal,medie,nu,scazut,horeca
urban,firm_curatenie,141,12425,3624,da,lunar,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,66,9095,903,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,horeca,124,19717,5600,nu,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,3,410,261,nu,lunar,usoara,nu,mediu,persoana_fizica
rural,retail,15,2714,6382,nu,zilnic,usoara,nu,ridicat,horeca
urban,persoana_fizica,5,320,143,da,zilnic,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,181,330,nu,saptamanal,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,81,2823,2133,da,ocazional,medie,nu,scazut,firma_curatenie
rural,retail,3,405,2277,da,zilnic,usoara,nu,scazut,firma_curatenie
urban,industrial,98,11176,5914,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,horeca,51,5303,3187,nu,lunar,usoara,da,ridicat,horeca
periurban,persoana_fizica,4,276,137,da,saptamanal,usoara,da,scazut,persoana_fizica
periurban,firm_curatenie,195,20613,1868,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,162,224,nu,saptamanal,usoara,da,scazut,persoana_fizica
urban,persoana_fizica,2,160,165,nu,zilnic,greu,da,ridicat,horeca
urban,firm_curatenie,32,919,2540,da,saptamanal,medie,da,mediu,firma_curatenie
urban,horeca,125,14831,2556,da,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,130,3665,3687,nu,lunar,greu,nu,scazut,horeca
urban,persoana_fizica,3,121,227,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,4,104,236,da,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,66,5441,651,da,lunar,medie,nu,mediu,firma_curatenie
urban,retail,54,9178,3816,da,saptamanal,usoara,da,mediu,firma_curatenie
rural,persoana_fizica,3,546,130,nu,zilnic,greu,nu,ridicat,persoana_fizica
urban,horeca,78,1845,2721,nu,zilnic,greu,da,scazut,horeca
urban,firm_curatenie,99,12925,1354,da,saptamanal,greu,nu,mediu,firma_curatenie
urban,retail,17,2380,2585,nu,lunar,greu,da,scazut,horeca
rural,industrial,464,51697,4666,da,ocazional,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,40,5469,2651,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,146,7942,3065,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,116,11951,1608,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,3,252,56,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,117,3164,2884,nu,lunar,medie,nu,mediu,horeca
urban,horeca,114,14689,3776,da,lunar,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,2,208,274,nu,lunar,usoara,nu,mediu,persoana_fizica
rural,persoana_fizica,3,186,185,nu,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,130,13000,3535,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,90,14157,2019,nu,ocazional,medie,da,mediu,horeca
periurban,persoana_fizica,3,486,140,nu,lunar,medie,da,ridicat,persoana_fizica
urban,firm_curatenie,186,24814,1716,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,firm_curatenie,73,7217,2921,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,retail,12,1432,2170,nu,lunar,usoara,nu,mediu,horeca
urban,firm_curatenie,165,13720,1945,da,saptamanal,medie,da,mediu,firma_curatenie
periurban,persoana_fizica,5,170,219,nu,saptamanal,medie,nu,ridicat,persoana_fizica
rural,industrial,393,32724,5076,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,103,11408,4521,da,lunar,medie,nu,mediu,firma_curatenie
urban,horeca,36,4456,1877,nu,saptamanal,greu,nu,ridicat,firma_curatenie
rural,persoana_fizica,3,563,207,nu,saptamanal,greu,da,mediu,persoana_fizica
periurban,retail,26,4100,3069,da,ocazional,medie,nu,mediu,horeca
periurban,industrial,300,11663,73,nu,ocazional,greu,da,ridicat,firma_curatenie
urban,persoana_fizica,3,129,221,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,74,2152,3342,nu,zilnic,greu,da,scazut,firma_curatenie
periurban,persoana_fizica,5,751,171,nu,saptamanal,usoara,da,scazut,persoana_fizica
urban,horeca,103,14848,1372,da,saptamanal,medie,nu,ridicat,horeca
urban,persoana_fizica,4,789,237,nu,zilnic,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,37,4039,2179,da,ocazional,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,60,10021,3522,nu,ocazional,usoara,nu,scazut,firma_curatenie
urban,retail,38,4541,3025,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,3,528,124,da,zilnic,medie,da,scazut,persoana_fizica
rural,horeca,16,2351,1516,da,zilnic,usoara,nu,ridicat,horeca
urban,horeca,15,1982,4289,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,retail,72,8450,2928,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,589,195,da,lunar,usoara,nu,mediu,persoana_fizica
urban,horeca,45,4038,3258,nu,lunar,usoara,nu,mediu,horeca
rural,firm_curatenie,157,4450,2441,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,horeca,110,1935,3559,nu,zilnic,usoara,nu,ridicat,horeca
urban,industrial,268,27071,483,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,371,297,nu,ocazional,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,4,99,302,da,saptamanal,medie,da,mediu,persoana_fizica
periurban,persoana_fizica,4,258,344,nu,zilnic,usoara,da,scazut,horeca
rural,horeca,111,7901,5388,nu,zilnic,medie,nu,mediu,horeca
urban,retail,42,4911,4207,da,lunar,medie,da,scazut,horeca
urban,persoana_fizica,4,251,177,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,143,4028,2301,nu,ocazional,usoara,da,scazut,firma_curatenie
periurban,firm_curatenie,100,4132,3166,nu,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,172,55,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,industrial,164,27898,4343,nu,lunar,usoara,da,mediu,firma_curatenie
urban,horeca,25,1600,441,da,zilnic,usoara,nu,mediu,horeca
urban,retail,15,2186,2836,da,ocazional,medie,nu,scazut,firma_curatenie
urban,retail,88,10374,4018,nu,saptamanal,medie,da,mediu,horeca
periurban,firm_curatenie,39,7629,2018,da,ocazional,greu,da,mediu,firma_curatenie
urban,firm_curatenie,51,3153,1430,da,ocazional,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,160,6414,2283,nu,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,persoana_fizica,5,99,232,nu,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,firm_curatenie,150,8367,2482,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,129,18056,1177,da,lunar,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,5,130,219,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,5,282,214,nu,lunar,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,18,3105,2948,da,zilnic,medie,da,mediu,firma_curatenie
urban,horeca,95,11472,2886,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,4,92,357,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,4,76,206,nu,zilnic,medie,da,mediu,firma_curatenie
periurban,retail,25,540,1926,da,lunar,medie,da,mediu,horeca
urban,firm_curatenie,115,21729,996,nu,zilnic,usoara,da,scazut,firma_curatenie
urban,retail,31,5315,1883,nu,zilnic,medie,nu,ridicat,horeca
urban,persoana_fizica,3,511,136,nu,zilnic,usoara,nu,mediu,persoana_fizica
rural,persoana_fizica,2,371,187,da,saptamanal,medie,nu,scazut,persoana_fizica
periurban,persoana_fizica,4,423,334,nu,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,horeca,42,2393,811,nu,lunar,medie,nu,mediu,horeca
periurban,firm_curatenie,87,7504,610,nu,lunar,medie,nu,scazut,horeca
rural,persoana_fizica,3,439,181,da,saptamanal,greu,da,ridicat,persoana_fizica
urban,persoana_fizica,1,176,90,nu,saptamanal,greu,da,ridicat,persoana_fizica
urban,persoana_fizica,4,370,121,nu,zilnic,medie,da,ridicat,persoana_fizica
urban,horeca,19,2122,3508,nu,lunar,medie,nu,mediu,horeca
periurban,industrial,452,84541,4842,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,persoana_fizica,3,91,235,da,zilnic,usoara,nu,ridicat,persoana_fizica
urban,firm_curatenie,14,2433,2591,da,zilnic,usoara,nu,ridicat,firma_curatenie
urban,horeca,124,4993,5013,da,saptamanal,usoara,da,ridicat,horeca
urban,retail,82,8358,2954,nu,lunar,medie,nu,mediu,firma_curatenie
rural,retail,19,978,3945,da,zilnic,medie,da,scazut,horeca
urban,persoana_fizica,3,373,208,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,retail,13,1509,2968,da,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,137,11261,3566,nu,ocazional,medie,nu,ridicat,horeca
urban,horeca,73,12704,3426,nu,lunar,medie,da,mediu,firma_curatenie
periurban,retail,66,8934,2746,nu,zilnic,medie,da,ridicat,horeca
urban,retail,16,2352,4685,nu,zilnic,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,77,255,da,ocazional,usoara,da,scazut,horeca
urban,retail,28,4978,1963,nu,zilnic,medie,nu,scazut,horeca
urban,firm_curatenie,76,3172,4343,da,ocazional,usoara,nu,mediu,firma_curatenie
urban,retail,71,3715,2047,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,horeca,139,4771,2992,nu,zilnic,medie,nu,ridicat,horeca
urban,firm_curatenie,131,12270,1169,nu,lunar,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,20,3573,2717,da,lunar,medie,da,ridicat,persoana_fizica
urban,horeca,82,4753,5535,da,ocazional,medie,nu,scazut,horeca
rural,horeca,105,8506,763,nu,lunar,usoara,da,mediu,horeca
urban,horeca,60,10245,2583,nu,saptamanal,greu,nu,scazut,firma_curatenie
periurban,firm_curatenie,109,13884,3116,da,lunar,medie,da,scazut,firma_curatenie
urban,horeca,136,20781,1411,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,202,245,nu,saptamanal,medie,da,ridicat,persoana_fizica
urban,horeca,52,7598,1047,da,saptamanal,usoara,da,scazut,firma_curatenie
urban,horeca,21,1118,3611,da,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,790,206,da,saptamanal,medie,nu,scazut,horeca
urban,retail,72,8379,6481,nu,lunar,medie,da,scazut,firma_curatenie
urban,retail,82,11658,3393,da,saptamanal,medie,nu,mediu,firma_curatenie
rural,horeca,97,3152,50,nu,saptamanal,medie,nu,mediu,horeca
urban,persoana_fizica,4,230,194,nu,lunar,medie,da,mediu,persoana_fizica
periurban,firm_curatenie,42,1535,2824,da,zilnic,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,105,8833,1586,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,66,4223,2315,nu,ocazional,usoara,da,mediu,horeca
urban,retail,50,7462,2010,da,saptamanal,usoara,nu,ridicat,horeca
urban,firm_curatenie,14,429,2547,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,40,6115,744,da,saptamanal,greu,da,scazut,firma_curatenie
urban,firm_curatenie,161,3008,1438,da,lunar,medie,nu,mediu,persoana_fizica
urban,retail,80,3870,3739,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,4,641,161,da,zilnic,medie,nu,scazut,persoana_fizica
periurban,horeca,48,7254,2179,nu,zilnic,greu,nu,scazut,firma_curatenie
periurban,persoana_fizica,2,201,89,da,lunar,usoara,da,ridicat,firma_curatenie
urban,persoana_fizica,4,77,251,nu,saptamanal,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,2,251,234,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,145,12655,2972,nu,lunar,medie,nu,mediu,firma_curatenie
urban,retail,48,3366,2364,nu,saptamanal,greu,da,mediu,firma_curatenie
urban,horeca,25,3291,3473,da,ocazional,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,1,92,224,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,73,2011,575,da,zilnic,medie,nu,mediu,horeca
urban,horeca,74,13618,6530,nu,lunar,medie,nu,mediu,firma_curatenie
urban,horeca,71,11211,4467,nu,zilnic,usoara,nu,ridicat,firma_curatenie
periurban,persoana_fizica,4,82,206,da,lunar,usoara,da,mediu,persoana_fizica
periurban,firm_curatenie,165,18110,1775,nu,ocazional,greu,nu,mediu,firma_curatenie
urban,retail,38,981,4088,da,ocazional,usoara,nu,mediu,horeca
rural,firm_curatenie,165,27899,2095,nu,saptamanal,usoara,nu,scazut,firma_curatenie
rural,persoana_fizica,5,632,273,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,retail,29,1240,1806,da,zilnic,greu,nu,mediu,firma_curatenie
urban,persoana_fizica,3,41,129,nu,saptamanal,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,5,80,187,da,saptamanal,medie,nu,ridicat,persoana_fizica
rural,persoana_fizica,2,212,200,nu,saptamanal,medie,nu,ridicat,persoana_fizica
periurban,horeca,70,10467,3635,nu,zilnic,medie,da,mediu,horeca
urban,retail,14,461,4260,da,ocazional,medie,nu,mediu,firma_curatenie
urban,horeca,26,1353,4668,nu,lunar,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,72,305,da,lunar,medie,nu,scazut,persoana_fizica
urban,persoana_fizica,3,154,141,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,horeca,72,6073,2557,nu,saptamanal,medie,nu,scazut,firma_curatenie
periurban,horeca,132,15355,4451,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,5,700,297,nu,lunar,usoara,da,ridicat,persoana_fizica
periurban,retail,40,7724,3390,da,lunar,usoara,nu,scazut,firma_curatenie
periurban,industrial,105,19620,3311,da,ocazional,greu,da,mediu,firma_curatenie
periurban,persoana_fizica,3,354,116,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,149,218,da,saptamanal,medie,nu,ridicat,persoana_fizica
urban,industrial,418,79698,2324,nu,saptamanal,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,46,1189,2460,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,184,2036,3250,nu,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,5,78,215,da,saptamanal,medie,nu,ridicat,persoana_fizica
urban,retail,58,6788,933,da,saptamanal,usoara,nu,mediu,horeca
